uid,name,ing
guisos,Guisos,pescado
guisos,Guisos,papas
guisos,Guisos,refrito
guisos,Guisos,agua-leche de coco
guisos,Guisos,crema de leche de coco
guisos,Guisos,pimienta
guisos-de-chivo-o-iguana,Guisos de chivo [o iguana],carne de chivo
guisos-de-chivo-o-iguana,Guisos de chivo [o iguana],aceite
guisos-de-chivo-o-iguana,Guisos de chivo [o iguana],dientes de ajo
guisos-de-chivo-o-iguana,Guisos de chivo [o iguana],cebolla cabezona
guisos-de-chivo-o-iguana,Guisos de chivo [o iguana],jengibre
guisos-de-chivo-o-iguana,Guisos de chivo [o iguana],ajíes dulces
guisos-de-chivo-o-iguana,Guisos de chivo [o iguana],ají
guisos-de-chivo-o-iguana,Guisos de chivo [o iguana],albahaca
guisos-de-chivo-o-iguana,Guisos de chivo [o iguana],orégano
guisos-de-chivo-o-iguana,Guisos de chivo [o iguana],achiote
guisos-de-chivo-o-iguana,Guisos de chivo [o iguana],vinagre
guisos-de-chivo-o-iguana,Guisos de chivo [o iguana],jugo de limón
guisos-de-chivo-o-iguana,Guisos de chivo [o iguana],agua
guisos-de-chivo-o-iguana,Guisos de chivo [o iguana],primera leche de coco
guisos-de-chivo-o-iguana,Guisos de chivo [o iguana],dumplings
guisos-de-chivo-o-iguana,Guisos de chivo [o iguana],pimienta
hallacas-288,"Hallacas, 288",masa de maíz pilado
hallacas-288,"Hallacas, 288",agua
hallacas-288,"Hallacas, 288",manteca de cerdo
hallacas-288,"Hallacas, 288",achiote
hallacas-288,"Hallacas, 288",costilla de cerdo
hallacas-288,"Hallacas, 288",gallina
hallacas-288,"Hallacas, 288",cebolla
hallacas-288,"Hallacas, 288",cebolla junca
hallacas-288,"Hallacas, 288",perejil
hallacas-288,"Hallacas, 288",orégano
hallacas-288,"Hallacas, 288",dientes de ajo
hallacas-288,"Hallacas, 288",manteca de cerdo
hallacas-288,"Hallacas, 288",pimienta
hallacas-288,"Hallacas, 288",hojas de plátano
hallacas-288,"Hallacas, 288",aceite
hervido-cruzado,Hervido cruzado,carne de gumarra
hervido-cruzado,Hervido cruzado,hueso de res carnudo
hervido-cruzado,Hervido cruzado,espinazo de cerdo
hervido-cruzado,Hervido cruzado,aceite
hervido-de-cachicamo,Hervido de cachicamo,cachicamo
hervido-de-gumarra,Hervido de gumarra,agua
hervido-de-gumarra,Hervido de gumarra,gallina
hervido-de-gumarra,Hervido de gumarra,plátano
hervido-de-gumarra,Hervido de gumarra,yuca
hervido-de-gumarra,Hervido de gumarra,ahuyama
hervido-de-gumarra,Hervido de gumarra,cebolla larga
hervido-de-gumarra,Hervido de gumarra,cilantro
hervido-de-gumarra,Hervido de gumarra,pimienta
hervido-sancocho,Hervido [sancocho],agua
hervido-sancocho,Hervido [sancocho],gallina
hervido-sancocho,Hervido [sancocho],plátano
hervido-sancocho,Hervido [sancocho],yuca
hervido-sancocho,Hervido [sancocho],ahuyama
hervido-sancocho,Hervido [sancocho],cebolla larga
hervido-sancocho,Hervido [sancocho],cilantro cimarrón
hervido-sancocho,Hervido [sancocho],pimienta
hervidos,Hervidos,jugo de maracuyá
hervidos,Hervidos,aguardiente
hervidos,Hervidos,agua
hervidos,Hervidos,chontaduro
higadete,Higadete,hígado
higadete,Higadete,caldo básico
higadete,Higadete,plátano
higadete,Higadete,plátanos verdes
higadete,Higadete,guiso
higadete,Higadete,ají
higadete,Higadete,leche de coco
higadete,Higadete,sal
higado,Hígado,hígado
higado,Hígado,cebolla cabezona
higado,Hígado,aceite
higado,Hígado,vinagre
higado,Hígado,pimienta
higado,Hígado,aceite
higado-y-patacones-molidos,Hígado y patacones molidos,hígado
higado-y-patacones-molidos,Hígado y patacones molidos,plátanos verdes
higado-y-patacones-molidos,Hígado y patacones molidos,cebolla larga
higado-y-patacones-molidos,Hígado y patacones molidos,aceite
higado-y-patacones-molidos,Hígado y patacones molidos,pimienta
higado-y-patacones-molidos,Hígado y patacones molidos,aceite
higados-de-pollo-salteados,Hígados de pollo salteados,pollo
higados-de-pollo-salteados,Hígados de pollo salteados,aceite
higados-de-pollo-salteados,Hígados de pollo salteados,cebolla larga
higados-de-pollo-salteados,Hígados de pollo salteados,pimentón verde
higados-de-pollo-salteados,Hígados de pollo salteados,aceite
higados-de-pollo-salteados,Hígados de pollo salteados,orégano
higados-de-pollo-salteados,Hígados de pollo salteados,cilantro
higados-de-pollo-salteados,Hígados de pollo salteados,pimienta
higados-de-pollo-salteados,Hígados de pollo salteados,cebolla
higados-de-pollo-salteados,Hígados de pollo salteados,aceite
higados-de-pollo-salteados,Hígados de pollo salteados,pimienta
hogao-valle,Hogao [Valle],tomates
hogao-valle,Hogao [Valle],cebolla larga
hogao-valle,Hogao [Valle],cebolla
hogao-valle,Hogao [Valle],dientes de ajo
hogao-valle,Hogao [Valle],aceite
hogao-valle,Hogao [Valle],aceite
hogao-valle,Hogao [Valle],color
hogao-valle,Hogao [Valle],pimienta
hogao-valle,Hogao [Valle],manteca de cerdo
hogo-tolima,Hogo [Tolima],cebolla larga
hogo-tolima,Hogo [Tolima],cebolla
hogo-tolima,Hogo [Tolima],ajo
hogo-tolima,Hogo [Tolima],tomates
hogo-tolima,Hogo [Tolima],aceite achiotado
hogo-tolima,Hogo [Tolima],mantequilla
hogo-tolima,Hogo [Tolima],perejil
hogo-tolima,Hogo [Tolima],pimienta
hojuelas,Hojuelas,harina de trigo
hojuelas,Hojuelas,mantequilla
hojuelas,Hojuelas,aguapanela
hojuelas,Hojuelas,cáscara de limón
hojuelas,Hojuelas,azúcar
hojuelas,Hojuelas,hueso de res
hojuelas,Hojuelas,hueso de cerdo
hojuelas,Hojuelas,cebolla junca
hojuelas,Hojuelas,pimienta
huevas-de-sabalo,Huevas de sábalo,huevas de sábalo
huevas-de-sabalo,Huevas de sábalo,masa de maíz blanco
huevas-de-sabalo,Huevas de sábalo,cebolla cabezona
huevas-de-sabalo,Huevas de sábalo,aceite
huevas-de-sabalo,Huevas de sábalo,aceite
huevas-de-sabalo,Huevas de sábalo,pimienta
huevas-de-sabalo,Huevas de sábalo,hojas de maíz
huevas-de-sabalo,Huevas de sábalo,majaguas
huevos-fritos-en-miel-de-abejas,Huevos fritos en miel de abejas,huevos
huevos-fritos-en-miel-de-abejas,Huevos fritos en miel de abejas,mantequilla
huevos-fritos-en-miel-de-abejas,Huevos fritos en miel de abejas,miel de abejas
huevos-pericos-con-mazorca,Huevos pericos con mazorca,huevos
huevos-pericos-con-mazorca,Huevos pericos con mazorca,mazorcas
huevos-pericos-con-mazorca,Huevos pericos con mazorca,tomates
huevos-pericos-con-mazorca,Huevos pericos con mazorca,cebollas juncas
huevos-pericos-con-mazorca,Huevos pericos con mazorca,cebolla cabezona
huevos-pericos-con-mazorca,Huevos pericos con mazorca,aceite
huevos-pericos-con-mazorca,Huevos pericos con mazorca,mantequilla
huevos-pericos-con-mazorca,Huevos pericos con mazorca,pimienta
huevos-reyes,Huevos reyes,huevo
huevos-reyes,Huevos reyes,pescado
huevos-reyes,Huevos reyes,pan
huevos-reyes,Huevos reyes,huevos
huevos-reyes,Huevos reyes,hogao
huevos-reyes,Huevos reyes,mantequilla
huevos-reyes,Huevos reyes,caldo básico
huevos-reyes,Huevos reyes,leche
huevos-reyes,Huevos reyes,arveja verde
huevos-reyes,Huevos reyes,mantequilla
huevos-reyes,Huevos reyes,pimienta
indios,Indios,repollo
indios,Indios,guiso para empanadas
indios,Indios,hogao
indios,Indios,leche
indios,Indios,pimienta
indios-de-cuajada,Indios de cuajada,cuajada
indios-de-cuajada,Indios de cuajada,huevo
indios-de-cuajada,Indios de cuajada,guiso para empanadas
indios-de-cuajada,Indios de cuajada,caldo
indios-de-cuajada,Indios de cuajada,pan
indios-de-cuajada,Indios de cuajada,leche
indios-de-cuajada,Indios de cuajada,queso blanco
indios-de-cuajada,Indios de cuajada,repollo
indios-de-cuajada,Indios de cuajada,pimienta
insulso,Insulso,leche
insulso,Insulso,panela
insulso,Insulso,azúcar
insulso,Insulso,harina de maíz
insulso,Insulso,canela
insulso,Insulso,agua
insulso,Insulso,hojas de plátano
jalea-de-arbol-del-pan,Jalea de árbol del pan,masa del fruto del árbol del pan
jalea-de-arbol-del-pan,Jalea de árbol del pan,primera leche del coco
jalea-de-arbol-del-pan,Jalea de árbol del pan,miel de panela
jalea-de-arbol-del-pan,Jalea de árbol del pan,limón
jalea-de-arbol-del-pan,Jalea de árbol del pan,clavos de olor
johnny-cakes,Johnny Cakes,harina de trigo
johnny-cakes,Johnny Cakes,polvo de hornear
johnny-cakes,Johnny Cakes,leche de coco
johnny-cakes,Johnny Cakes,cucha
johnny-cakes,Johnny Cakes,azúcar
johnny-cakes,Johnny Cakes,aceite
johnny-cakes,Johnny Cakes,mantequilla
juan-valerio,Juan Valerio,plátanos verdes
juan-valerio,Juan Valerio,chicharrón
juan-valerio,Juan Valerio,cebolla larga
juan-valerio,Juan Valerio,sal
jugo-de-araza,Jugo de arazá,aceite
jugo-de-araza,Jugo de arazá,agua
jugo-de-araza,Jugo de arazá,azúcar
jugo-de-carambolo,Jugo de carambolo,carambolo
jugo-de-carambolo,Jugo de carambolo,azúcar
jugo-de-carambolo,Jugo de carambolo,agua
jugo-de-chontaduro-143,"Jugo de chontaduro, 143",chontaduro
jugo-de-chontaduro-143,"Jugo de chontaduro, 143",agua
jugo-de-chontaduro-143,"Jugo de chontaduro, 143",azúcar
jugo-de-frutas-con-agua-de-arroz,Jugo de frutas con agua de arroz,cualquier fruta
jugo-de-frutas-con-agua-de-arroz,Jugo de frutas con agua de arroz,arroz
jugo-de-frutas-con-agua-de-arroz,Jugo de frutas con agua de arroz,agua
jugo-de-frutas-con-agua-de-arroz,Jugo de frutas con agua de arroz,azúcar
jugo-de-guineo,Jugo de guineo,guineo
jugo-de-guineo,Jugo de guineo,leche en polvo
jugo-de-guineo,Jugo de guineo,azúcar
jugo-de-guineo,Jugo de guineo,esencia de vainilla
jugo-de-guineo,Jugo de guineo,nuez moscada
jugo-de-guineo,Jugo de guineo,canela
jugo-de-guineo,Jugo de guineo,hielo
jugo-de-mango,Jugo de mango,mango
jugo-de-mango,Jugo de mango,agua
jugo-de-mango,Jugo de mango,azúcar
juju,Jujú,plátanos verdes
juju,Jujú,queso
juju,Jujú,manteca de cerdo
juju,Jujú,aceite
juju,Jujú,sal
kumis,Kumis,aceite
kumis,Kumis,melado de panela
la-boa,La boa,lomo
la-boa,La boa,aceite
la-boa,La boa,vinagre
la-boa,La boa,papas
la-boa,La boa,yuca
la-boa,La boa,tomates
la-boa,La boa,cebolla larga
la-boa,La boa,dientes de ajo
la-boa,La boa,cilantro
la-boa,La boa,pimienta
la-macana,La macana,leche
la-macana,La macana,mantequilla
la-macana,La macana,yema
la-macana,La macana,galleta
la-macana,La macana,azúcar
lapingachos,Lapingachos,papa pastusa
lapingachos,Lapingachos,papa criolla
lapingachos,Lapingachos,manteca de cerdo
lapingachos,Lapingachos,cebolla larga
lapingachos,Lapingachos,huevo
lapingachos,Lapingachos,azafrán
lapingachos,Lapingachos,aceite
lapingachos,Lapingachos,sal
lechona,Lechona,manteca de cerdo
lechona,Lechona,cebolla larga
lechona,Lechona,arvejas secas
lechona,Lechona,papas de año
lechona,Lechona,arroz blanco
lechona,Lechona,ajo
lechona,Lechona,cebolla larga
lechona,Lechona,agua
lengua-cubierta,Lengua cubierta,lengua de res
lengua-cubierta,Lengua cubierta,sal de nitro
lengua-cubierta,Lengua cubierta,panela
lengua-cubierta,Lengua cubierta,vino rojo
lengua-cubierta,Lengua cubierta,habichuelas
lengua-cubierta,Lengua cubierta,zanahoria
lengua-cubierta,Lengua cubierta,tocino
lengua-cubierta,Lengua cubierta,espaguetis
lengua-cubierta,Lengua cubierta,pan
lengua-cubierta,Lengua cubierta,perejil
lengua-cubierta,Lengua cubierta,dientes de ajo
lengua-cubierta,Lengua cubierta,orégano
lengua-cubierta,Lengua cubierta,pimienta
lengua-en-salsa,Lengua en salsa,lengua de res
lengua-en-salsa,Lengua en salsa,hogao
lengua-en-salsa,Lengua en salsa,cerveza
lengua-en-salsa,Lengua en salsa,laurel
lengua-en-salsa,Lengua en salsa,tomillo
lengua-en-salsa,Lengua en salsa,mantequilla
lengua-en-salsa,Lengua en salsa,aceite
lengua-en-salsa,Lengua en salsa,harina de trigo
lengua-en-salsa,Lengua en salsa,cilantro
lengua-en-salsa,Lengua en salsa,pimienta
lentejas,Lentejas,agua
lentejas,Lentejas,lenteja
lentejas,Lentejas,papas coloradas
lentejas,Lentejas,longaniza
lentejas,Lentejas,hogao
lentejas,Lentejas,pimienta
locro,Locro,agua
locro,Locro,leche
locro,Locro,hogao
locro,Locro,papas
locro,Locro,papas coloradas
locro,Locro,huevos
locro,Locro,queso blanco
locro,Locro,perejil
locro,Locro,pimienta
locro,Locro,huevos
lomo,Lomo,lomo de res
lomo,Lomo,harina de trigo
lomo,Lomo,cucha
lomo,Lomo,perejil
lomo,Lomo,aceite
lomo-biche-encebollado,Lomo biche encebollado,lomo biche de res
lomo-biche-encebollado,Lomo biche encebollado,cebolla
lomo-biche-encebollado,Lomo biche encebollado,jugo de limón
lomo-biche-encebollado,Lomo biche encebollado,vinagre
lomo-biche-encebollado,Lomo biche encebollado,agua
lomo-biche-encebollado,Lomo biche encebollado,mostaza
lomo-biche-encebollado,Lomo biche encebollado,mantequilla
lomo-biche-encebollado,Lomo biche encebollado,aceite
lomo-biche-encebollado,Lomo biche encebollado,vino rojo
lomo-biche-encebollado,Lomo biche encebollado,pimienta
lomo-biche-encebollado,Lomo biche encebollado,perejil
lomo-de-cerdo-acaramelado,Lomo de cerdo acaramelado,lomo de cerdo
lomo-de-cerdo-acaramelado,Lomo de cerdo acaramelado,melado
lomo-de-cerdo-acaramelado,Lomo de cerdo acaramelado,especias
lomo-de-cerdo-acaramelado,Lomo de cerdo acaramelado,sal
lomo-de-cerdo-blanco,Lomo de cerdo blanco,lomo de cerdo
lomo-de-cerdo-blanco,Lomo de cerdo blanco,leche
lomo-de-cerdo-blanco,Lomo de cerdo blanco,cebollas de huevo
lomo-de-cerdo-blanco,Lomo de cerdo blanco,mantequilla
lomo-de-cerdo-blanco,Lomo de cerdo blanco,azúcar
lomo-de-cerdo-blanco,Lomo de cerdo blanco,laurel
lomo-de-cerdo-blanco,Lomo de cerdo blanco,tomillo
lomo-de-cerdo-blanco,Lomo de cerdo blanco,cilantro
lomo-de-cerdo-blanco,Lomo de cerdo blanco,vino blanco
lomo-de-cerdo-blanco,Lomo de cerdo blanco,pimienta
lomo-de-cerdo-con-berenjenas,Lomo de cerdo con berenjenas,lomo de cerdo
lomo-de-cerdo-con-berenjenas,Lomo de cerdo con berenjenas,aceite
lomo-de-cerdo-con-berenjenas,Lomo de cerdo con berenjenas,queso blanco
lomo-de-cerdo-con-berenjenas,Lomo de cerdo con berenjenas,mantequilla
lomo-de-cerdo-con-berenjenas,Lomo de cerdo con berenjenas,hogao
lomo-de-cerdo-con-berenjenas,Lomo de cerdo con berenjenas,orégano
lomo-de-cerdo-con-berenjenas,Lomo de cerdo con berenjenas,albahaca
lomo-de-cerdo-con-berenjenas,Lomo de cerdo con berenjenas,pimienta
lomo-de-cerdo-con-berenjenas,Lomo de cerdo con berenjenas,aceite
lomo-de-cerdo-con-moras-o-lulos,Lomo de cerdo con moras [o lulos],lomo
lomo-de-cerdo-con-moras-o-lulos,Lomo de cerdo con moras [o lulos],dientes de ajo
lomo-de-cerdo-con-moras-o-lulos,Lomo de cerdo con moras [o lulos],moras
lomo-de-cerdo-con-moras-o-lulos,Lomo de cerdo con moras [o lulos],agua
lomo-de-cerdo-con-moras-o-lulos,Lomo de cerdo con moras [o lulos],vino tinto
lomo-de-cerdo-con-moras-o-lulos,Lomo de cerdo con moras [o lulos],azúcar
lomo-de-cerdo-con-moras-o-lulos,Lomo de cerdo con moras [o lulos],jugo de limón
lomo-de-cerdo-con-moras-o-lulos,Lomo de cerdo con moras [o lulos],pimienta
lonchas-de-cordero,Lonchas de cordero,lonchas de cordero
lonchas-de-cordero,Lonchas de cordero,aceite
lonchas-de-cordero,Lonchas de cordero,mantequilla
lonchas-de-cordero,Lonchas de cordero,cebolla
lonchas-de-cordero,Lonchas de cordero,tomates
lonchas-de-cordero,Lonchas de cordero,laurel
lonchas-de-cordero,Lonchas de cordero,cucha
lonchas-de-cordero,Lonchas de cordero,agua
lonchas-de-cordero,Lonchas de cordero,harina de trigo
lonchas-de-cordero,Lonchas de cordero,yema
lonchas-de-cordero,Lonchas de cordero,crema de leche
lonchas-de-cordero,Lonchas de cordero,pimienta
longaniza,Longaniza,carne
longaniza,Longaniza,cebolla larga
longaniza,Longaniza,perejil
longaniza,Longaniza,jugo de naranja agria
longaniza,Longaniza,sal
longaniza,Longaniza,tripa de cerdo
los-jutes,Los jutes,agua
los-jutes,Los jutes,mazorcas
los-jutes,Los jutes,arvejas verdes
los-jutes,Los jutes,fríjol railón
los-jutes,Los jutes,espinazo de cerdo
los-jutes,Los jutes,aceite
los-jutes,Los jutes,plátanos topochos verde
los-jutes,Los jutes,ahuyama
los-jutes,Los jutes,pimienta
macarrones-con-pollo,Macarrones con pollo,macarrones
macarrones-con-pollo,Macarrones con pollo,carne de pollo
macarrones-con-pollo,Macarrones con pollo,leche
macarrones-con-pollo,Macarrones con pollo,cucha
macarrones-con-pollo,Macarrones con pollo,harina de trigo
macarrones-con-pollo,Macarrones con pollo,cebolla
macarrones-con-pollo,Macarrones con pollo,dientes de ajo
macarrones-con-pollo,Macarrones con pollo,huevos
macarrones-con-pollo,Macarrones con pollo,pasta de tomate
macarrones-con-pollo,Macarrones con pollo,orégano
macarrones-con-pollo,Macarrones con pollo,queso blanco
macarrones-con-pollo,Macarrones con pollo,alcaparras
macarrones-con-pollo,Macarrones con pollo,pimienta
macedonia-de-frutas,Macedonia de frutas,piña
macedonia-de-frutas,Macedonia de frutas,papaya
macedonia-de-frutas,Macedonia de frutas,melón
macedonia-de-frutas,Macedonia de frutas,banano
macedonia-de-frutas,Macedonia de frutas,mango
macedonia-de-frutas,Macedonia de frutas,naranja
macedonia-de-frutas,Macedonia de frutas,almíbar de azúcar
macedonia-de-frutas,Macedonia de frutas,vino rojo
maiz-porva-con-sardinitas,Maíz porva con sardinitas,maíz porva
maiz-porva-con-sardinitas,Maíz porva con sardinitas,aceite
maiz-porva-con-sardinitas,Maíz porva con sardinitas,aceite
maiz-porva-con-sardinitas,Maíz porva con sardinitas,sal
majajas,Majajas,masa de choclo
majajas,Majajas,panela
majajas,Majajas,canela
majajas,Majajas,clavos de olor
majule,Majule,plátano
majule,Majule,agua
majule,Majule,cuajada
majule,Majule,leche
mamona-ternera-a-la-llanera,Mamona [ternera a la llanera],ternera
manjar-blanco,Manjar blanco,leche
manjar-blanco,Manjar blanco,azúcar
manjar-blanco,Manjar blanco,arroz
manjar-blanco,Manjar blanco,bicarbonato
manjar-blanco,Manjar blanco,pasas
manjar-blanco,Manjar blanco,brevas
manjar-blanco,Manjar blanco,sal
maria-luisa,María Luisa,harina de trigo
maria-luisa,María Luisa,azúcar
maria-luisa,María Luisa,mantequilla
maria-luisa,María Luisa,huevos
maria-luisa,María Luisa,polvo de hornear
maria-luisa,María Luisa,cáscara de limón
maria-luisa,María Luisa,jugo de naranja
maria-luisa,María Luisa,jalea
maria-luisa,María Luisa,azúcar
masato,Masato,agua
masato,Masato,arroz
masato,Masato,azúcar
masato,Masato,harina de trigo
masato,Masato,canela
masato,Masato,clavos de olor
masitas-de-choclo-tierno,Masitas de choclo tierno,masa de choclo
masitas-de-choclo-tierno,Masitas de choclo tierno,queso
masitas-de-choclo-tierno,Masitas de choclo tierno,huevos
masitas-de-choclo-tierno,Masitas de choclo tierno,panela
masitas-de-choclo-tierno,Masitas de choclo tierno,aceite
masitas-de-choclo-tierno,Masitas de choclo tierno,sal
masitas-de-vitoria,Masitas de vitoria,vitoria
masitas-de-vitoria,Masitas de vitoria,huevos
masitas-de-vitoria,Masitas de vitoria,harina de trigo
masitas-de-vitoria,Masitas de vitoria,queso blanco
masitas-de-vitoria,Masitas de vitoria,pimienta
masitas-de-vitoria,Masitas de vitoria,aceite
mazamorra,Mazamorra,maíz trillado
mazamorra,Mazamorra,agua
mazamorra,Mazamorra,panela
mazamorra-chiquita,Mazamorra chiquita,agua
mazamorra-chiquita,Mazamorra chiquita,costilla de res
mazamorra-chiquita,Mazamorra chiquita,menudo
mazamorra-chiquita,Mazamorra chiquita,carne de murillo
mazamorra-chiquita,Mazamorra chiquita,cebolla larga
mazamorra-chiquita,Mazamorra chiquita,arvejas verdes
mazamorra-chiquita,Mazamorra chiquita,habas
mazamorra-chiquita,Mazamorra chiquita,nabos
mazamorra-chiquita,Mazamorra chiquita,zanahoria
mazamorra-chiquita,Mazamorra chiquita,cubios
mazamorra-chiquita,Mazamorra chiquita,acelgas
mazamorra-chiquita,Mazamorra chiquita,papas
mazamorra-chiquita,Mazamorra chiquita,papas criollas
mazamorra-chiquita,Mazamorra chiquita,maíz porva
mazamorra-chiquita,Mazamorra chiquita,dientes de ajo
mazamorra-chiquita,Mazamorra chiquita,cebolla larga
mazamorra-chiquita,Mazamorra chiquita,pimienta
merengues,Merengues,huevo
merengues,Merengues,azúcar
merengues,Merengues,aceite
merengues,Merengues,gotas de vinagre
merengues,Merengues,esencia de anís
merengues,Merengues,brandy
micos,Micos,plátanos verdes
micos,Micos,dientes de ajo
micos,Micos,cucha
micos,Micos,manteca
migas-de-arepa,Migas de arepa,arepas
migas-de-arepa,Migas de arepa,leche
migas-de-arepa,Migas de arepa,hogao
migas-de-arepa,Migas de arepa,huevos
migas-de-arepa,Migas de arepa,pimienta
mistela-de-mejorana,Mistela de mejorana,aguardiente
mistela-de-mejorana,Mistela de mejorana,azúcar
mistela-de-mejorana,Mistela de mejorana,agua
mistela-de-mejorana,Mistela de mejorana,"hierbas de mejorana, siempreviva y aroma"
mistela-de-mejorana,Mistela de mejorana,canela
mistela-de-mejorana,Mistela de mejorana,jugo de limón
mistelas,Mistelas,moras
mistelas,Mistelas,aguardiente
mistelas,Mistelas,azúcar
mogollas-chicharronas,Mogollas chicharronas,harina de trigo
mogollas-chicharronas,Mogollas chicharronas,cucha
mogollas-chicharronas,Mogollas chicharronas,levadura
mogollas-chicharronas,Mogollas chicharronas,azúcar
mogollas-chicharronas,Mogollas chicharronas,huevos
mogollas-chicharronas,Mogollas chicharronas,mantequilla
mogollas-chicharronas,Mogollas chicharronas,leche en polvo
mogollas-chicharronas,Mogollas chicharronas,aceite
mojarras-fritas,Mojarras fritas,mojarra
mojarras-fritas,Mojarras fritas,aceite
mojarras-fritas,Mojarras fritas,limón
mojarras-fritas,Mojarras fritas,sal
mollejas-de-pollo-salteadas,Mollejas de pollo salteadas,pollo
mollejas-de-pollo-salteadas,Mollejas de pollo salteadas,cebolla larga
mollejas-de-pollo-salteadas,Mollejas de pollo salteadas,harina de trigo
mollejas-de-pollo-salteadas,Mollejas de pollo salteadas,aceite
mollejas-de-pollo-salteadas,Mollejas de pollo salteadas,mantequilla
mollejas-de-pollo-salteadas,Mollejas de pollo salteadas,aceite
mollejas-de-pollo-salteadas,Mollejas de pollo salteadas,albahaca
mollejas-de-pollo-salteadas,Mollejas de pollo salteadas,orégano
mollejas-de-pollo-salteadas,Mollejas de pollo salteadas,vino rojo
mollejas-de-pollo-salteadas,Mollejas de pollo salteadas,pimienta blanca
mollete,Mollete,harina de trigo
mollete,Mollete,azúcar
mollete,Mollete,mantequilla
mollete,Mollete,agua
mollete,Mollete,levadura
mollete,Mollete,cucha
mollete,Mollete,cucha
mondongo,Mondongo,agua
mondongo,Mondongo,mondongo
mondongo,Mondongo,pata de cerdo
mondongo,Mondongo,carne de cerdo
mondongo,Mondongo,chorizo
mondongo,Mondongo,papas
mondongo,Mondongo,yuca
mondongo,Mondongo,cebollas de huevo
mondongo,Mondongo,tomates
mondongo,Mondongo,cilantro
mondongo,Mondongo,pimienta
mongo-mongo-calandraca,"Mongo, mongo [calandraca]",mango
mongo-mongo-calandraca,"Mongo, mongo [calandraca]",plátano
mongo-mongo-calandraca,"Mongo, mongo [calandraca]",piña
mongo-mongo-calandraca,"Mongo, mongo [calandraca]",mamey
mongo-mongo-calandraca,"Mongo, mongo [calandraca]",batata
mongo-mongo-calandraca,"Mongo, mongo [calandraca]",coco
mongo-mongo-calandraca,"Mongo, mongo [calandraca]",panela
mongo-mongo-calandraca,"Mongo, mongo [calandraca]",agua
mongo-mongo-calandraca,"Mongo, mongo [calandraca]",pimienta
morcillas,Morcillas,sangre de cerdo
morcillas,Morcillas,vinagre
morcillas,Morcillas,empella
morcillas,Morcillas,cebolla junca
morcillas,Morcillas,perejil
morcillas,Morcillas,cucha
morcillas,Morcillas,yerbabuena
morcillas,Morcillas,harina de maíz
morcillas,Morcillas,pimienta
morcillas,Morcillas,vinagre
morcillas,Morcillas,sal
morcillas,Morcillas,tripas de cerdo
mostachones,Mostachones,harina de trigo
mostachones,Mostachones,huevo
mostachones,Mostachones,huevo
mostachones,Mostachones,azúcar
mostachones,Mostachones,cáscara de limón
mote-de-queso,Mote de queso,agua
mote-de-queso,Mote de queso,ñame
mote-de-queso,Mote de queso,queso criollo
mote-de-queso,Mote de queso,cucha
mote-de-queso,Mote de queso,jugo de limón
mote-de-queso,Mote de queso,cebolla cabezona
mote-de-queso,Mote de queso,dientes de ajo
mote-de-queso,Mote de queso,tomate
mote-de-queso,Mote de queso,aceite
mote-de-queso,Mote de queso,sal
muchacho,Muchacho,muchacho
muchacho,Muchacho,mostaza
muchacho,Muchacho,aceite
muchacho,Muchacho,dientes de ajo
muchacho,Muchacho,vinagre
muchacho,Muchacho,apio
muchacho,Muchacho,quemado de panela
muchacho,Muchacho,orégano
muchacho,Muchacho,pimienta
muelas-de-cangrejo,Muelas de cangrejo,cangrejo
muelas-de-cangrejo,Muelas de cangrejo,aceite
muelas-de-cangrejo,Muelas de cangrejo,vinagre
muelas-de-cangrejo,Muelas de cangrejo,cebollín
muelas-de-cangrejo,Muelas de cangrejo,dientes de ajo
muelas-de-cangrejo,Muelas de cangrejo,pasta de tomate
muelas-de-cangrejo,Muelas de cangrejo,ají
muelas-de-cangrejo,Muelas de cangrejo,pimienta
murillo-estofado,Murillo estofado,murillo
murillo-estofado,Murillo estofado,manteca
murillo-estofado,Murillo estofado,tomates
murillo-estofado,Murillo estofado,cebolla
murillo-estofado,Murillo estofado,dientes de ajo
murillo-estofado,Murillo estofado,laurel
murillo-estofado,Murillo estofado,cucha
murillo-estofado,Murillo estofado,zanahoria
murillo-estofado,Murillo estofado,aceite
murillo-estofado,Murillo estofado,papas de año
murillo-estofado,Murillo estofado,vino rojo
murillo-estofado,Murillo estofado,perejil
murillo-estofado,Murillo estofado,pimienta
musa,Musa,harina de maíz
musa,Musa,leche de coco
musa,Musa,mantequilla
musa,Musa,sal
mute-nortesantandereano,Mute nortesantandereano,agua
mute-nortesantandereano,Mute nortesantandereano,cabeza de marrano
mute-nortesantandereano,Mute nortesantandereano,aceite
mute-nortesantandereano,Mute nortesantandereano,costilla
mute-nortesantandereano,Mute nortesantandereano,callo
mute-nortesantandereano,Mute nortesantandereano,maíz blanco
mute-nortesantandereano,Mute nortesantandereano,garbanzos
mute-nortesantandereano,Mute nortesantandereano,papas
mute-nortesantandereano,Mute nortesantandereano,macarroncitos
mute-nortesantandereano,Mute nortesantandereano,pimentón rojo
mute-nortesantandereano,Mute nortesantandereano,achiote
mute-nortesantandereano,Mute nortesantandereano,cilantro cimarrón
mute-nortesantandereano,Mute nortesantandereano,hogo
mute-nortesantandereano,Mute nortesantandereano,pimienta
mute-nortesantandereano,Mute nortesantandereano,bicarbonato de soda
mute-santandereano,Mute santandereano,agua
